Customer_Subtype;Number_of_houses;Avg_size_househol;Avg_age;Customer_main_type;Roman_catholic;Protestant;Other_religion;No_religion;Married;Living_together;Other_relation;Singles;Household_without_children;Household_with_children;High_level_education;Medium_level_education;Lower_level_education;High_status;Entrepreneur;Farmer;Middle_management;Skilled_labourers;Unskilled_labourers;Social_class_A;Social_class_B1;Social_class_B2;Social_class_C;Social_class_D;Rented_house;Home_owners;1_car;2_cars;No_car;National_Health_Service;Private_health_insurance;Income_<30.000;Income_30_45.000;Income_45_75.000;Income_75_122.000;Income_>123.000;Average_income;Purchasing_power_class;Contribution_private_third_party_insurance;Contribution_third_party_insurance_(firms);Contribution_third_party_insurane_(agriculture);Contribution_car_policies;Contribution_delivery_van_policies;Contribution_motorcycle/scooter_policies;Contribution_lorry_policies;Contribution_trailer_policies;Contribution_tractor_policies;Contribution_agricultural_machines_policies;Contribution_moped_policies;Contribution_life_insurances;Contribution_private_accident_insurance_policies;Contribution_family_accidents_insurance_policies;Contribution_disability_insurance_policies;Contribution_fire_policies;Contribution_surfboard_policies;Contribution_boat_policies;Contribution_bicycle_policies;Contribution_property_insurance_policies;Contribution_social_security_insurance_policies;Number_of_private_third_party_insurance;Number_of_third_party_insurance_(firms);Number_of_third_party_insurance_(agriculture);Number_of_car_policies;Number_of_delivery_van_policies;Number_of_motorcycle/scooter_policies;Number_of_lorry_policies;Number_of_trailer_policies;Number_of_tractor_policies;Number_of_agricultural_machines_policies;Number_of_moped_policies;Number_of_life_insurances;Number_of_private_accident_insurance_policies;Number_of_family_accidents_insurance_policies;Number_of_disability_insurance_policies;Number_of_fire_policies;Number_of_surfboard_policies;Number_of_boat_policies;Number_of_bicycle_policies;Number_of_property_insurance_policies;Number_of_social_security_insurance_policies;Interested_in_buying_a_mobile_home_policy;Phase
Young and rising;1;2;40-50 years;Living well;0%;50 - 62%;1 - 10%;4;2;1;7;3;4;2;2;5;2;1;1;1;7;2;1;1;4;1;4;0;8;1;6;1;3;7;2;3;6;1;1;0;3;3;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Young all american family;1;3;40-50 years;Average Family;0%;24 - 36%;0%;6;6;0;3;2;2;6;3;4;3;4;0;2;3;1;0;3;2;3;3;0;2;7;6;2;2;5;4;3;4;2;1;0;4;6;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Mixed seniors;1;4;40-50 years;Retired and Religeous;11 - 23%;76 - 88%;0%;0;6;1;3;2;1;7;0;4;5;2;1;0;3;2;4;1;2;3;4;1;0;9;5;2;3;7;2;0;4;4;1;0;5;1;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Low income catholics;1;3;40-50 years;Retired and Religeous;0%;50 - 62%;0%;4;5;1;4;2;4;4;1;2;7;0;0;1;2;1;6;1;1;0;2;6;8;1;4;2;4;8;1;2;7;1;0;0;3;1;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Stable family;1;4;40-50 years;Average Family;50 - 62%;24 - 36%;1 - 10%;1;8;1;1;1;1;8;1;5;3;1;0;0;5;3;1;1;3;3;3;0;1;8;9;0;0;5;4;3;2;4;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Mixed small town dwellers;1;3;40-50 years;Family with grown ups;1 - 10%;37 - 49%;1 - 10%;5;7;1;2;1;4;4;2;3;4;3;0;2;2;3;1;3;1;3;3;2;3;6;7;2;1;5;4;3;2;3;2;0;4;4;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Traditional families;1;3;40-50 years;Conservative families;1 - 10%;50 - 62%;1 - 10%;4;6;1;2;2;3;5;1;3;6;1;1;1;3;3;2;1;2;2;5;2;5;4;5;2;2;7;2;4;4;2;1;1;3;4;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;500 - 999;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
High Income, expensive child;1;2;50-60 years;Successful hedonists;0%;11 - 23%;0%;7;6;0;3;5;3;2;3;4;2;7;0;0;0;2;0;4;0;4;1;0;0;9;9;0;0;2;7;2;2;5;0;0;4;8;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Family starters;1;3;40-50 years;Average Family;1 - 10%;37 - 49%;1 - 10%;4;6;1;2;2;3;5;2;4;3;3;1;1;3;2;2;3;2;2;3;0;4;5;6;2;1;4;5;2;2;4;1;1;5;6;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Large family, employed child;1;4;30-40 years;Family with grown ups;1 - 10%;37 - 49%;1 - 10%;4;7;1;2;0;0;9;0;3;6;3;0;0;3;5;0;0;0;5;4;0;0;9;6;2;1;5;4;0;6;0;3;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Couples with teens 'Married with children';1;3;40-50 years;Family with grown ups;1 - 10%;50 - 62%;1 - 10%;3;6;1;2;2;4;4;2;2;6;2;1;1;2;3;2;2;1;2;4;2;6;3;6;1;3;7;2;3;4;2;1;0;3;3;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Couples with teens 'Married with children';1;4;40-50 years;Family with grown ups;11 - 23%;76 - 88%;0%;0;9;0;0;0;4;5;0;3;6;2;0;0;6;0;2;0;1;4;4;0;2;7;7;2;0;7;2;0;7;2;0;0;3;3;0;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
High Income, expensive child;1;3;40-50 years;Successful hedonists;1 - 10%;63 - 75%;0%;3;9;0;0;0;4;5;8;1;0;9;0;0;0;0;0;9;0;0;0;0;0;9;7;2;0;2;7;0;1;3;5;0;7;8;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 - 49;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;No;Phase 2 [Test]
Very Important Provincials;1;2;50-60 years;Successful hedonists;0%;50 - 62%;0%;5;9;0;0;0;9;0;0;9;0;0;5;0;0;0;5;5;0;0;4;0;6;3;7;2;0;3;6;2;4;4;1;0;5;6;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;1 - 49;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;Yes;Phase 2 [Test]
Mixed small town dwellers;1;2;40-50 years;Family with grown ups;1 - 10%;37 - 49%;1 - 10%;4;5;1;4;3;3;3;0;4;5;1;1;1;4;2;2;1;2;3;4;1;2;7;5;1;4;7;2;3;3;3;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 - 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;No;Phase 2 [Test]
Large religous families;1;4;40-50 years;Conservative families;0%;63 - 75%;1 - 10%;3;7;1;2;1;1;8;0;2;7;1;0;0;1;5;3;1;1;1;7;1;6;3;6;1;2;9;0;1;7;2;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Young urban have-nots;1;3;40-50 years;Living well;1 - 10%;37 - 49%;1 - 10%;5;6;2;2;2;3;5;1;3;6;1;0;0;3;3;2;1;2;1;5;2;8;1;6;1;2;8;1;3;5;2;1;1;3;1;50 - 99;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;2;60-70 years;Family with grown ups;0%;63 - 75%;1 - 10%;3;6;0;3;2;4;3;1;3;5;5;1;1;2;2;1;2;1;4;3;0;1;8;5;1;3;6;3;5;3;1;1;1;3;3;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Couples with teens 'Married with children';1;3;50-60 years;Family with grown ups;0%;63 - 75%;0%;3;7;0;2;0;3;6;0;3;6;2;1;2;1;3;3;1;0;4;5;0;1;8;7;2;0;7;2;4;3;3;0;0;3;3;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Traditional families;1;4;40-50 years;Conservative families;1 - 10%;37 - 49%;1 - 10%;4;7;1;2;0;2;7;2;0;7;5;0;0;2;0;3;2;2;5;2;0;6;3;6;2;1;5;4;7;2;0;0;0;2;3;0;0;0;1000 - 4999;0;0;0;0;100 - 199;0;0;0;0;0;0;500 - 999;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;3;40-50 years;Family with grown ups;0%;100%;0%;0;9;0;0;0;2;7;0;3;6;3;0;0;2;5;0;2;2;2;5;0;0;9;6;3;0;3;6;0;5;4;0;0;4;3;0;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Mixed small town dwellers;1;3;40-50 years;Family with grown ups;0%;50 - 62%;1 - 10%;3;7;2;1;1;4;5;3;4;3;2;0;1;6;2;0;2;3;2;3;0;4;5;3;3;4;7;2;2;3;4;0;0;4;4;50 - 99;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Young all american family;1;3;40-50 years;Average Family;11 - 23%;37 - 49%;1 - 10%;3;6;1;2;2;3;4;3;4;3;3;1;0;4;1;2;3;2;3;2;1;3;6;6;2;2;6;3;2;3;4;2;1;5;6;0;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Family starters;1;3;30-40 years;Average Family;0%;50 - 62%;0%;4;6;0;3;1;2;7;3;2;4;1;0;1;4;1;4;1;3;2;1;3;0;9;6;3;0;4;5;0;4;2;4;1;6;6;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Traditional families;1;2;40-50 years;Conservative families;1 - 10%;50 - 62%;1 - 10%;3;5;1;4;3;3;4;2;2;6;1;1;1;2;4;2;1;1;2;5;1;4;5;6;1;2;7;2;3;5;2;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Porchless seniors: no front yard;1;3;50-60 years;Retired and Religeous;11 - 23%;37 - 49%;0%;4;7;0;2;0;3;6;1;1;7;2;0;0;3;3;3;1;0;2;5;2;1;8;5;2;2;7;2;0;7;2;0;0;3;3;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 - 49;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;3;50-60 years;Family with grown ups;0%;37 - 49%;0%;5;5;0;4;3;2;5;0;2;7;0;0;2;0;3;4;0;0;3;3;4;0;9;6;0;3;9;0;6;3;0;0;0;2;3;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Young and rising;1;2;30-40 years;Living well;0%;50 - 62%;11 - 23%;2;5;4;0;2;7;0;0;4;5;0;0;0;7;2;0;0;4;0;5;0;0;9;5;0;4;9;0;0;2;7;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;3;30-40 years;Family with grown ups;0%;50 - 62%;1 - 10%;3;7;0;2;1;2;6;1;2;7;1;0;1;2;5;2;1;1;2;6;1;1;8;8;0;1;8;1;0;4;5;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Middle class families;1;2;40-50 years;Driven Growers;11 - 23%;24 - 36%;11 - 23%;4;5;0;4;3;3;3;4;3;3;2;2;2;3;2;0;4;3;2;2;0;4;5;5;2;3;6;3;5;2;3;0;0;3;7;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Affluent senior apartments;1;2;40-50 years;Successful hedonists;0%;50 - 62%;11 - 23%;2;4;2;4;4;4;3;1;3;5;2;1;0;3;2;3;2;2;1;3;2;6;3;6;1;3;8;1;4;3;3;0;0;3;6;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Couples with teens 'Married with children';1;2;60-70 years;Family with grown ups;1 - 10%;50 - 62%;11 - 23%;2;5;1;3;3;5;1;1;5;3;3;1;0;4;1;2;2;3;3;2;1;5;4;7;1;1;5;4;3;3;3;1;0;3;3;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Young, low educated;1;2;30-40 years;Living well;0%;37 - 49%;1 - 10%;4;2;3;4;3;4;2;1;5;4;1;0;0;2;2;4;1;1;3;4;2;8;1;6;1;3;8;1;5;4;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;3;40-50 years;Family with grown ups;1 - 10%;50 - 62%;1 - 10%;3;6;1;2;2;4;4;2;2;6;2;1;1;2;3;2;2;1;2;4;2;6;3;6;1;3;7;2;3;4;2;1;0;3;3;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500 - 999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;No;Phase 2 [Test]
Middle class families;1;4;40-50 years;Driven Growers;0%;76 - 88%;0%;2;9;0;0;0;4;5;2;5;3;0;2;0;6;0;2;2;3;3;3;0;4;5;9;0;0;3;6;0;3;3;3;0;6;7;50 - 99;0;0;5000 - 9999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Low income catholics;1;2;50-60 years;Retired and Religeous;0%;76 - 88%;1 - 10%;2;6;0;3;3;4;3;0;1;8;0;0;0;3;0;6;0;1;1;8;1;9;0;8;0;1;9;0;7;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 - 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Dinki's (double income no kids);1;3;40-50 years;Driven Growers;1 - 10%;50 - 62%;1 - 10%;4;7;1;2;1;4;5;4;4;2;4;0;1;3;1;2;4;2;2;3;0;4;5;6;2;1;4;5;1;2;6;1;0;5;6;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Mixed rurals;1;3;40-50 years;Farmers;1 - 10%;63 - 75%;0%;3;6;0;3;2;2;6;2;4;3;4;0;1;3;2;2;3;1;2;3;1;0;9;6;1;2;4;5;3;3;4;0;0;4;5;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;100 - 199;0;0;0;0;500 - 999;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Large family farms;1;3;30-40 years;Farmers;0%;63 - 75%;0%;3;6;3;0;0;5;4;1;7;2;3;0;3;3;0;1;4;2;2;2;0;0;9;4;5;0;3;6;0;4;4;2;0;5;3;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Village families;1;2;40-50 years;Family with grown ups;0%;76 - 88%;0%;2;4;0;5;5;1;3;1;2;7;0;0;0;2;3;5;0;0;3;6;0;3;6;5;0;4;8;1;5;2;3;0;0;2;5;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Low income catholics;1;2;40-50 years;Retired and Religeous;0%;63 - 75%;0%;3;3;0;6;3;4;3;0;3;6;2;0;0;2;4;4;1;0;2;4;3;9;0;5;0;4;5;4;5;3;1;0;0;2;1;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;50 - 99;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;No;Phase 2 [Test]
Affluent young families;1;3;30-40 years;Average Family;0%;63 - 75%;0%;3;7;2;0;1;2;6;2;4;4;1;0;0;5;2;1;0;3;2;4;0;0;9;9;0;0;5;4;2;4;4;0;0;4;7;0;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Students in apartments;8;2;40-50 years;Career Loners;24 - 36%;24 - 36%;1 - 10%;4;3;2;5;4;4;2;3;5;2;3;1;0;5;1;2;3;3;3;2;1;4;5;5;1;4;3;6;2;4;3;2;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Mixed small town dwellers;2;2;40-50 years;Family with grown ups;1 - 10%;37 - 49%;1 - 10%;4;7;1;2;4;4;2;0;3;6;0;0;0;9;0;0;0;3;1;5;1;7;2;6;2;1;5;4;5;3;1;0;0;3;4;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 2 [Test]
Young all american family;1;3;30-40 years;Average Family;0%;37 - 49%;0%;5;8;1;1;1;4;5;5;3;1;6;0;0;2;1;1;5;1;4;1;1;9;0;7;0;2;4;5;1;2;6;0;0;5;6;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Porchless seniors: no front yard;1;2;50-60 years;Retired and Religeous;11 - 23%;11 - 23%;11 - 23%;4;6;0;3;3;4;3;0;3;6;1;0;0;4;2;4;0;1;2;4;3;9;0;4;3;3;9;0;1;8;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
High Income, expensive child;1;2;50-60 years;Successful hedonists;1 - 10%;37 - 49%;11 - 23%;3;7;1;1;0;5;4;3;6;0;7;0;0;0;0;2;5;4;0;0;0;0;9;6;3;0;3;6;0;0;3;6;0;9;8;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500 - 999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Family starters;2;2;60-70 years;Average Family;11 - 23%;37 - 49%;37 - 49%;0;5;0;4;4;2;3;2;3;4;4;0;0;2;0;4;4;2;0;0;4;0;9;4;2;4;5;4;3;5;1;1;0;3;6;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
High status seniors;1;2;50-60 years;Successful hedonists;1 - 10%;50 - 62%;1 - 10%;2;6;1;3;3;5;2;2;3;4;3;1;1;3;2;1;2;1;2;3;2;5;4;6;0;3;6;3;3;3;3;1;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Young and rising;1;1;40-50 years;Living well;0%;50 - 62%;0%;5;0;6;3;7;2;1;0;5;4;2;0;0;4;2;2;1;1;4;1;4;9;0;5;3;3;9;0;5;2;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
High status seniors;1;2;60-70 years;Successful hedonists;1 - 10%;50 - 62%;11 - 23%;3;5;1;4;2;6;2;2;3;4;4;1;0;2;4;1;3;1;2;4;1;2;7;5;1;3;5;4;1;2;4;3;1;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Modern, complete families;1;2;50-60 years;Average Family;0%;37 - 49%;37 - 49%;2;7;0;2;2;5;3;0;4;5;0;0;0;4;2;3;0;2;3;3;2;9;0;3;0;6;7;2;2;7;0;0;0;3;4;50 - 99;0;0;500 - 999;0;0;0;0;0;0;0;100 - 199;0;0;0;50 - 99;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Large family farms;1;3;40-50 years;Farmers;1 - 10%;24 - 36%;1 - 10%;5;8;0;1;1;4;4;2;4;4;3;0;2;3;2;2;2;2;3;4;0;1;8;5;4;0;5;4;1;3;4;2;1;6;3;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Lower class large families;1;3;40-50 years;Family with grown ups;1 - 10%;50 - 62%;1 - 10%;3;7;1;2;2;3;5;2;4;4;3;1;2;2;2;1;3;2;3;3;1;3;6;6;2;1;5;4;3;2;3;2;1;4;3;0;0;0;0;0;0;0;0;0;0;100 - 199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Religious elderly singles;1;2;50-60 years;Retired and Religeous;11 - 23%;63 - 75%;11 - 23%;2;2;0;7;4;3;2;0;4;6;1;0;1;1;1;7;0;1;1;7;1;1;8;5;0;4;9;0;4;3;3;0;0;3;2;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Large religous families;1;2;50-60 years;Conservative families;0%;100%;0%;0;5;0;4;4;2;3;0;3;6;0;0;2;0;3;5;2;0;0;5;3;0;9;3;2;4;7;2;5;0;4;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Young seniors in the city;1;2;50-60 years;Cruising Seniors;1 - 10%;50 - 62%;1 - 10%;2;6;1;3;3;5;2;2;3;4;3;1;1;3;2;1;2;1;2;3;2;5;4;6;0;3;6;3;3;3;3;1;0;4;1;0;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
Low income catholics;1;2;50-60 years;Retired and Religeous;0%;37 - 49%;0%;5;9;0;0;0;7;2;0;0;9;0;0;0;0;5;4;0;0;0;7;2;9;0;5;0;4;9;0;4;4;2;0;0;3;1;50 - 99;0;0;1000 - 4999;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Mixed small town dwellers;1;3;50-60 years;Family with grown ups;0%;63 - 75%;1 - 10%;2;8;0;1;1;6;3;0;4;5;1;0;0;4;2;4;0;1;4;4;1;2;7;7;0;2;8;1;2;4;4;0;0;4;4;50 - 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200 - 499;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 2 [Test]
Mixed apartment dwellers;1;2;30-40 years;Living well;0%;89 - 99%;1 - 10%;1;2;2;6;4;4;2;1;4;4;2;0;0;3;1;4;2;2;3;4;0;9;0;7;1;2;6;3;5;3;1;0;0;2;2;0;0;0;500 - 999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 2 [Test]
